groupe,count,evo_pop_%,qt_kcal/h,qt_prot_gr/h,ratio_prot_viande_%,qt_volaille_Kg/h,PIBh_$
1,51,7.527178498309748,2393.6470588235293,60.28764705882353,10.80607843137255,4.893882259678803,1793.056126211277
2,22,2.5796331818181817,3391.590909090909,108.31318181818183,29.613181818181825,31.874957198845696,59650.59813985131
3,26,3.972105384615386,2676.6153846153848,72.78038461538463,21.558846153846154,18.962719869263314,5490.820570888026
4,38,0.861702894736842,3193.5526315789475,96.30342105263158,19.4728947368421,19.61273399824771,12570.535895986111
5,4,20.21048,3202.5,88.94749999999999,22.810000000000002,32.06630369375829,20606.947152384513
6,27,3.3760266666666663,2900.259259259259,84.72518518518518,29.40592592592593,52.153349085307795,13777.146801493214
